NameRegion,Name,Region,Description,URL,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Celery2,Celery,2,"Celery was a chthonian symbol among ancient Greeks, and was said to have sprouted from the blood of Kadmilos. Traditionally, Celery was hard to cultivate, which led to it's high societal status in Victorian America, where it cost more than caviar and was often served in special celery vases. ",,1,1,0,1,1,0,0,0,0,0,1,1
Celery3,Celery,3,"Celery was a chthonian symbol among ancient Greeks, and was said to have sprouted from the blood of Kadmilos. Traditionally, Celery was hard to cultivate, which led to it's high societal status in Victorian America, where it cost more than caviar and was often served in special celery vases. ",,0,0,0,0,0,0,0,1,1,1,1,0
Celery4,Celery,4,"Celery was a chthonian symbol among ancient Greeks, and was said to have sprouted from the blood of Kadmilos. Traditionally, Celery was hard to cultivate, which led to it's high societal status in Victorian America, where it cost more than caviar and was often served in special celery vases. ",,0,0,0,0,0,0,0,1,1,1,0,0
Celery5,Celery,5,"Celery was a chthonian symbol among ancient Greeks, and was said to have sprouted from the blood of Kadmilos. Traditionally, Celery was hard to cultivate, which led to it's high societal status in Victorian America, where it cost more than caviar and was often served in special celery vases. ",,0,0,0,0,0,0,0,0,0,1,1,0
Celery_Root1,Celery Root,1,"Celery Root, or Celeriac, is originally from the Mediterranean. It is a root vegetable that is a staple of the common Puerto Rican kitchen. ",,1,1,1,1,1,1,1,1,1,1,1,1
Celery_Root2,Celery Root,2,"Celery Root, or Celeriac, is originally from the Mediterranean. It is a root vegetable that is a staple of the common Puerto Rican kitchen. ",,1,1,0,1,1,0,0,0,0,0,1,1
Celery_Root3,Celery Root,3,"Celery Root, or Celeriac, is originally from the Mediterranean. It is a root vegetable that is a staple of the common Puerto Rican kitchen. ",,0,0,0,0,0,0,0,1,1,1,1,0
Celery_Root4,Celery Root,4,"Celery Root, or Celeriac, is originally from the Mediterranean. It is a root vegetable that is a staple of the common Puerto Rican kitchen. ",,0,0,0,0,0,0,0,1,1,1,0,0
Celery_Root5,Celery Root,5,"Celery Root, or Celeriac, is originally from the Mediterranean. It is a root vegetable that is a staple of the common Puerto Rican kitchen. ",,1,1,1,0,0,0,0,0,0,1,1,1
Chard1,Chard,1,"A highly nutritious leafy green. Also known as Swiss Chard, although this plant is not native to Switzerland. ",,1,1,1,1,1,1,1,1,1,1,1,1
Chard2,Chard,2,"A highly nutritious leafy green. Also known as Swiss Chard, although this plant is not native to Switzerland. ",,1,1,1,1,1,0,0,0,0,1,1,1
Chard3,Chard,3,"A highly nutritious leafy green. Also known as Swiss Chard, although this plant is not native to Switzerland. ",,0,0,0,0,1,1,1,1,1,1,1,0
Chard4,Chard,4,"A highly nutritious leafy green. Also known as Swiss Chard, although this plant is not native to Switzerland. ",,0,0,0,0,1,1,1,1,1,0,0,0
Chard5,Chard,5,"A highly nutritious leafy green. Also known as Swiss Chard, although this plant is not native to Switzerland. ",,1,0,0,0,1,1,1,1,1,1,1,1
Cherries1,Cherries,1,"A stone fruit originally imported to Europe from Turkey. Cherries were ordered to be imported to England by Henry VIII, who had tasted them in Flanders. They arrived in North America via the settlement of Brooklyn, New York. ",,0,0,0,1,1,1,1,0,0,0,0,0
Cherries2,Cherries,2,"A stone fruit originally imported to Europe from Turkey. Cherries were ordered to be imported to England by Henry VIII, who had tasted them in Flanders. They arrived in North America via the settlement of Brooklyn, New York. ",,0,0,0,0,0,1,1,0,0,0,0,0
Cherries3,Cherries,3,"A stone fruit originally imported to Europe from Turkey. Cherries were ordered to be imported to England by Henry VIII, who had tasted them in Flanders. They arrived in North America via the settlement of Brooklyn, New York. ",,0,0,0,0,0,1,1,0,0,0,0,0
Cherries4,Cherries,4,"A stone fruit originally imported to Europe from Turkey. Cherries were ordered to be imported to England by Henry VIII, who had tasted them in Flanders. They arrived in North America via the settlement of Brooklyn, New York. ",,0,0,0,0,0,1,1,0,0,0,0,0
Cherries5,Cherries,5,"A stone fruit originally imported to Europe from Turkey. Cherries were ordered to be imported to England by Henry VIII, who had tasted them in Flanders. They arrived in North America via the settlement of Brooklyn, New York. ",,0,0,0,0,0,1,1,1,0,0,0,0
Chestnuts1,Chestnuts,1,"Native across the Northern Hemisphere. American Indians were eating chestnuts for centuries before European colonists introduced their own stock. For three centuries, most American barns and homes east of the Mississippi were built of chestnut wood. Once considered a food for the poor, today the nut has been revitalized and its demand outstrips its supply. ",,0,0,0,0,0,0,0,0,0,1,1,1
Chestnuts2,Chestnuts,2,"Native across the Northern Hemisphere. American Indians were eating chestnuts for centuries before European colonists introduced their own stock. For three centuries, most American barns and homes east of the Mississippi were built of chestnut wood. Once considered a food for the poor, today the nut has been revitalized and its demand outstrips its supply. ",,0,0,0,0,0,0,0,0,0,0,0,0
Chestnuts3,Chestnuts,3,"Native across the Northern Hemisphere. American Indians were eating chestnuts for centuries before European colonists introduced their own stock. For three centuries, most American barns and homes east of the Mississippi were built of chestnut wood. Once considered a food for the poor, today the nut has been revitalized and its demand outstrips its supply. ",,0,0,0,0,0,0,0,0,0,0,0,0
Chestnuts4,Chestnuts,4,"Native across the Northern Hemisphere. American Indians were eating chestnuts for centuries before European colonists introduced their own stock. For three centuries, most American barns and homes east of the Mississippi were built of chestnut wood. Once considered a food for the poor, today the nut has been revitalized and its demand outstrips its supply. ",,0,0,0,0,0,0,0,0,0,0,0,0
Chestnuts5,Chestnuts,5,"Native across the Northern Hemisphere. American Indians were eating chestnuts for centuries before European colonists introduced their own stock. For three centuries, most American barns and homes east of the Mississippi were built of chestnut wood. Once considered a food for the poor, today the nut has been revitalized and its demand outstrips its supply. ",,0,0,0,0,0,0,0,0,0,0,0,0
Chickpeas1,Chickpeas,1,"A legume originated in the Middle East. Charlemagne mentions Chickpeas in his Capitulare de Villis. Ground roasted Chickpeas were noted as a German substitute for coffee during the First World War. The liquid extracted from Chickpeas, called aquafaba, can be used as a vegan egg-white replacement. ",,0,0,0,1,1,0,0,0,0,0,0,0
Chickpeas2,Chickpeas,2,"A legume originated in the Middle East. Charlemagne mentions Chickpeas in his Capitulare de Villis. Ground roasted Chickpeas were noted as a German substitute for coffee during the First World War. The liquid extracted from Chickpeas, called aquafaba, can be used as a vegan egg-white replacement. ",,0,0,0,0,0,0,0,0,0,0,0,0
Chickpeas3,Chickpeas,3,"A legume originated in the Middle East. Charlemagne mentions Chickpeas in his Capitulare de Villis. Ground roasted Chickpeas were noted as a German substitute for coffee during the First World War. The liquid extracted from Chickpeas, called aquafaba, can be used as a vegan egg-white replacement. ",,0,0,0,0,0,0,0,0,0,0,0,0
Chickpeas4,Chickpeas,4,"A legume originated in the Middle East. Charlemagne mentions Chickpeas in his Capitulare de Villis. Ground roasted Chickpeas were noted as a German substitute for coffee during the First World War. The liquid extracted from Chickpeas, called aquafaba, can be used as a vegan egg-white replacement. ",,0,0,0,0,0,0,0,0,0,0,0,0
Chickpeas5,Chickpeas,5,"A legume originated in the Middle East. Charlemagne mentions Chickpeas in his Capitulare de Villis. Ground roasted Chickpeas were noted as a German substitute for coffee during the First World War. The liquid extracted from Chickpeas, called aquafaba, can be used as a vegan egg-white replacement. ",,0,0,0,1,1,0,0,0,0,0,0,0
Chicories1,Chicories,1,"Root Chicory was first cultivated in Europe as a coffee substitute. Coffee is still flavored with Chicory in the American South. Chicory can also be used to add flavor to beer, notably stouts. ",,1,1,1,1,1,0,0,0,0,1,1,1
Chicories2,Chicories,2,"Root Chicory was first cultivated in Europe as a coffee substitute. Coffee is still flavored with Chicory in the American South. Chicory can also be used to add flavor to beer, notably stouts. ",,1,1,0,0,0,0,0,0,1,1,1,1
Chicories3,Chicories,3,"Root Chicory was first cultivated in Europe as a coffee substitute. Coffee is still flavored with Chicory in the American South. Chicory can also be used to add flavor to beer, notably stouts. ",,0,0,0,0,0,0,0,0,1,1,0,0
Chicories4,Chicories,4,"Root Chicory was first cultivated in Europe as a coffee substitute. Coffee is still flavored with Chicory in the American South. Chicory can also be used to add flavor to beer, notably stouts. ",,1,1,1,0,0,0,0,0,0,1,1,1
Chicories5,Chicories,5,"Root Chicory was first cultivated in Europe as a coffee substitute. Coffee is still flavored with Chicory in the American South. Chicory can also be used to add flavor to beer, notably stouts. ",,0,0,0,0,0,1,1,1,1,1,0,0
Chili_Peppers1,Chili Peppers,1,"Chili Peppers are widely used in many cuisines as a way to add heat to dishes, based on the amount of capsaicin compounds found in the pepper. These peppers are originally from Mexico. ",,0,0,0,0,0,1,1,1,1,1,1,1
Chili_Peppers2,Chili Peppers,2,"Chili Peppers are widely used in many cuisines as a way to add heat to dishes, based on the amount of capsaicin compounds found in the pepper. These peppers are originally from Mexico. ",,0,0,0,0,0,1,1,1,1,1,1,0
Chili_Peppers3,Chili Peppers,3,"Chili Peppers are widely used in many cuisines as a way to add heat to dishes, based on the amount of capsaicin compounds found in the pepper. These peppers are originally from Mexico. ",,0,0,0,0,0,1,1,1,1,0,0,0
Chili_Peppers4,Chili Peppers,4,"Chili Peppers are widely used in many cuisines as a way to add heat to dishes, based on the amount of capsaicin compounds found in the pepper. These peppers are originally from Mexico. ",,0,0,0,0,0,1,1,1,1,0,0,0
Chili_Peppers5,Chili Peppers,5,"Chili Peppers are widely used in many cuisines as a way to add heat to dishes, based on the amount of capsaicin compounds found in the pepper. These peppers are originally from Mexico. ",,0,0,0,0,0,0,0,1,1,1,0,0
Chives1,Chives,1,"Chives are an edible member of the Allium genus, and are close relatives to garlic, shallots, leeks, scallions, and onions. Chives are an integral ingredient in the graddfil sauce served with the traditional herring dish of Swedish midsummer celebrations. ",,0,0,1,1,1,1,1,1,1,1,1,0
Chives2,Chives,2,"Chives are an edible member of the Allium genus, and are close relatives to garlic, shallots, leeks, scallions, and onions. Chives are an integral ingredient in the graddfil sauce served with the traditional herring dish of Swedish midsummer celebrations. ",,0,0,1,1,1,1,1,1,1,1,0,0
Chives3,Chives,3,"Chives are an edible member of the Allium genus, and are close relatives to garlic, shallots, leeks, scallions, and onions. Chives are an integral ingredient in the graddfil sauce served with the traditional herring dish of Swedish midsummer celebrations. ",,0,0,1,1,1,1,1,1,1,1,0,0
Chives4,Chives,4,"Chives are an edible member of the Allium genus, and are close relatives to garlic, shallots, leeks, scallions, and onions. Chives are an integral ingredient in the graddfil sauce served with the traditional herring dish of Swedish midsummer celebrations. ",,0,0,1,1,1,1,1,1,1,1,0,0
Chives5,Chives,5,"Chives are an edible member of the Allium genus, and are close relatives to garlic, shallots, leeks, scallions, and onions. Chives are an integral ingredient in the graddfil sauce served with the traditional herring dish of Swedish midsummer celebrations. ",,0,0,0,0,1,1,1,1,1,0,0,0
Cilantro1,Cilantro,1,"Also known as Coriander. 3-21% of people tested think that Cilantro tastes like dish soap, based on the aroma of unsaturated aldehydes found in the plant. ",,1,1,1,1,1,1,1,1,1,1,1,1
Cilantro2,Cilantro,2,"Also known as Coriander. 3-21% of people tested think that Cilantro tastes like dish soap, based on the aroma of unsaturated aldehydes found in the plant. ",,1,1,1,1,1,0,0,0,0,1,1,1
Cilantro3,Cilantro,3,"Also known as Coriander. 3-21% of people tested think that Cilantro tastes like dish soap, based on the aroma of unsaturated aldehydes found in the plant. ",,0,0,0,0,0,0,1,1,1,1,0,0
Cilantro4,Cilantro,4,"Also known as Coriander. 3-21% of people tested think that Cilantro tastes like dish soap, based on the aroma of unsaturated aldehydes found in the plant. ",,0,0,0,0,0,1,1,1,1,0,0,0
Cilantro5,Cilantro,5,"Also known as Coriander. 3-21% of people tested think that Cilantro tastes like dish soap, based on the aroma of unsaturated aldehydes found in the plant. ",,0,0,0,0,0,1,1,1,1,1,0,0
Citrus1,Citrus,1,"A genus of flowering trees and shrubs, including oranges, lemons, grapefruits, pomelos, and limes. Originally from the tropical regions of Southeast Asia. ",,1,1,1,1,1,1,1,1,1,1,1,1
Citrus2,Citrus,2,"A genus of flowering trees and shrubs, including oranges, lemons, grapefruits, pomelos, and limes. Originally from the tropical regions of Southeast Asia. ",,1,1,0,0,0,0,0,0,0,0,0,1
Citrus3,Citrus,3,"A genus of flowering trees and shrubs, including oranges, lemons, grapefruits, pomelos, and limes. Originally from the tropical regions of Southeast Asia. ",,0,0,0,0,0,0,0,0,0,0,0,0
Citrus4,Citrus,4,"A genus of flowering trees and shrubs, including oranges, lemons, grapefruits, pomelos, and limes. Originally from the tropical regions of Southeast Asia. ",,0,0,0,0,0,0,0,0,0,0,0,0
Citrus5,Citrus,5,"A genus of flowering trees and shrubs, including oranges, lemons, grapefruits, pomelos, and limes. Originally from the tropical regions of Southeast Asia. ",,0,0,0,0,0,0,0,0,0,0,0,0
Clementines1,Clementines,1,"A citrus hybrid that arose in 19th century Algeria, in the garden of the orphanage of Brother Marie-Clement Rodier, for which it is named. ",,1,1,0,0,0,0,0,0,0,0,0,1
Clementines2,Clementines,2,"A citrus hybrid that arose in 19th century Algeria, in the garden of the orphanage of Brother Marie-Clement Rodier, for which it is named. ",,1,1,0,0,0,0,0,0,0,0,1,1
Clementines3,Clementines,3,"A citrus hybrid that arose in 19th century Algeria, in the garden of the orphanage of Brother Marie-Clement Rodier, for which it is named. ",,0,0,0,0,0,0,0,0,0,0,0,0
Clementines4,Clementines,4,"A citrus hybrid that arose in 19th century Algeria, in the garden of the orphanage of Brother Marie-Clement Rodier, for which it is named. ",,0,0,0,0,0,0,0,0,0,0,0,0
Clementines5,Clementines,5,"A citrus hybrid that arose in 19th century Algeria, in the garden of the orphanage of Brother Marie-Clement Rodier, for which it is named. ",,0,0,0,0,0,0,0,0,0,0,0,0
Collard_Greens1,Collard Greens,1,"A member of the cabbage family, the name comes from the name ""colewart"", which describes the wild cabbage plant. Part of the traditional New Year's Day meal in the American South. Included in most meals in the Kashmir Valley. ",,1,1,1,1,1,1,1,1,1,1,1,1
Collard_Greens2,Collard Greens,2,"A member of the cabbage family, the name comes from the name ""colewart"", which describes the wild cabbage plant. Part of the traditional New Year's Day meal in the American South. Included in most meals in the Kashmir Valley. ",,1,1,1,1,1,1,0,0,1,1,1,1
Collard_Greens3,Collard Greens,3,"A member of the cabbage family, the name comes from the name ""colewart"", which describes the wild cabbage plant. Part of the traditional New Year's Day meal in the American South. Included in most meals in the Kashmir Valley. ",,0,0,0,0,0,0,1,1,1,1,1,1
Collard_Greens4,Collard Greens,4,"A member of the cabbage family, the name comes from the name ""colewart"", which describes the wild cabbage plant. Part of the traditional New Year's Day meal in the American South. Included in most meals in the Kashmir Valley. ",,0,0,0,1,1,1,0,0,1,1,1,0
Collard_Greens5,Collard Greens,5,"A member of the cabbage family, the name comes from the name ""colewart"", which describes the wild cabbage plant. Part of the traditional New Year's Day meal in the American South. Included in most meals in the Kashmir Valley. ",,0,0,0,0,1,1,1,1,1,1,1,1
Corn1,Corn,1,"Also known as Maize. First domesticated by indigenous peoples in southern Mexico over 10,000 years ago. Cancha, roasted maize chulpe kernels, are a popular snack food in Peru, and also appear in traditional Peruvian ceviche. ",,0,0,0,0,1,1,1,1,1,1,1,0
Corn2,Corn,2,"Also known as Maize. First domesticated by indigenous peoples in southern Mexico over 10,000 years ago. Cancha, roasted maize chulpe kernels, are a popular snack food in Peru, and also appear in traditional Peruvian ceviche. ",,0,0,0,0,1,1,1,0,0,0,0,0
Corn3,Corn,3,"Also known as Maize. First domesticated by indigenous peoples in southern Mexico over 10,000 years ago. Cancha, roasted maize chulpe kernels, are a popular snack food in Peru, and also appear in traditional Peruvian ceviche. ",,0,0,0,0,0,0,0,1,1,1,1,0
Corn4,Corn,4,"Also known as Maize. First domesticated by indigenous peoples in southern Mexico over 10,000 years ago. Cancha, roasted maize chulpe kernels, are a popular snack food in Peru, and also appear in traditional Peruvian ceviche. ",,0,0,0,0,1,1,1,1,1,0,0,0
Corn5,Corn,5,"Also known as Maize. First domesticated by indigenous peoples in southern Mexico over 10,000 years ago. Cancha, roasted maize chulpe kernels, are a popular snack food in Peru, and also appear in traditional Peruvian ceviche. ",,0,0,0,0,0,0,1,1,1,1,0,0
Cranberries1,Cranberries,1,"Cranberries are an evergreen dwarf shrub native to northern Europe and North America, often found in acidic bogs. The Narragansett people of the Algonquian Nation used cranberries as a dye. The earliest recorded recipe for Cranberry sauce dates to a Pilgrim cookbook written in 1663. ",,0,0,0,0,0,0,0,0,0,0,0,0
Cranberries2,Cranberries,2,"Cranberries are an evergreen dwarf shrub native to northern Europe and North America, often found in acidic bogs. The Narragansett people of the Algonquian Nation used cranberries as a dye. The earliest recorded recipe for Cranberry sauce dates to a Pilgrim cookbook written in 1663. ",,0,0,0,0,0,0,0,0,0,0,0,0
Cranberries3,Cranberries,3,"Cranberries are an evergreen dwarf shrub native to northern Europe and North America, often found in acidic bogs. The Narragansett people of the Algonquian Nation used cranberries as a dye. The earliest recorded recipe for Cranberry sauce dates to a Pilgrim cookbook written in 1663. ",,0,0,0,0,0,0,0,0,1,1,1,1
Cranberries4,Cranberries,4,"Cranberries are an evergreen dwarf shrub native to northern Europe and North America, often found in acidic bogs. The Narragansett people of the Algonquian Nation used cranberries as a dye. The earliest recorded recipe for Cranberry sauce dates to a Pilgrim cookbook written in 1663. ",,0,0,0,0,0,0,0,0,0,0,0,0
Cranberries5,Cranberries,5,"Cranberries are an evergreen dwarf shrub native to northern Europe and North America, often found in acidic bogs. The Narragansett people of the Algonquian Nation used cranberries as a dye. The earliest recorded recipe for Cranberry sauce dates to a Pilgrim cookbook written in 1663. ",,0,0,0,0,0,0,0,0,1,1,1,0
Cucumbers1,Cucumbers,1,"A creeping vine from South Asia. Traditionally eaten fresh or pickled. The cucumber is listed among the foods of ancient Ur, and the legend of Gilgamesh describes people eating Cucumbers. ",,0,0,0,1,1,1,1,1,1,1,1,0
Cucumbers2,Cucumbers,2,"A creeping vine from South Asia. Traditionally eaten fresh or pickled. The cucumber is listed among the foods of ancient Ur, and the legend of Gilgamesh describes people eating Cucumbers. ",,0,0,0,0,1,1,1,1,1,1,1,0
Cucumbers3,Cucumbers,3,"A creeping vine from South Asia. Traditionally eaten fresh or pickled. The cucumber is listed among the foods of ancient Ur, and the legend of Gilgamesh describes people eating Cucumbers. ",,0,0,0,0,0,0,0,1,1,1,1,0
Cucumbers4,Cucumbers,4,"A creeping vine from South Asia. Traditionally eaten fresh or pickled. The cucumber is listed among the foods of ancient Ur, and the legend of Gilgamesh describes people eating Cucumbers. ",,0,0,0,0,0,1,1,1,1,0,0,0
Cucumbers5,Cucumbers,5,"A creeping vine from South Asia. Traditionally eaten fresh or pickled. The cucumber is listed among the foods of ancient Ur, and the legend of Gilgamesh describes people eating Cucumbers. ",,0,0,0,0,0,1,1,1,1,1,0,0
Currants1,Currants,1,"A flowering plant native to the Northern Hemisphere. The Blackfoot Confederacy used blackcurrant root as a treament for kidney diseases and menstrual and menopausal problems, while the Cree used the fruit as a fertility enhancer. ",,0,0,0,0,0,0,0,0,0,0,0,0
Currants2,Currants,2,"A flowering plant native to the Northern Hemisphere. The Blackfoot Confederacy used blackcurrant root as a treament for kidney diseases and menstrual and menopausal problems, while the Cree used the fruit as a fertility enhancer. ",,0,0,0,0,0,0,0,0,0,0,0,0
Currants3,Currants,3,"A flowering plant native to the Northern Hemisphere. The Blackfoot Confederacy used blackcurrant root as a treament for kidney diseases and menstrual and menopausal problems, while the Cree used the fruit as a fertility enhancer. ",,0,0,0,0,0,1,1,1,0,0,0,0
Currants4,Currants,4,"A flowering plant native to the Northern Hemisphere. The Blackfoot Confederacy used blackcurrant root as a treament for kidney diseases and menstrual and menopausal problems, while the Cree used the fruit as a fertility enhancer. ",,0,0,0,0,0,0,0,0,0,0,0,0
Currants5,Currants,5,"A flowering plant native to the Northern Hemisphere. The Blackfoot Confederacy used blackcurrant root as a treament for kidney diseases and menstrual and menopausal problems, while the Cree used the fruit as a fertility enhancer. ",,0,0,0,0,0,1,1,1,0,0,0,0
Dates1,Dates,1,"A sweet edible fruit cultivated from Mesopotamia. The palm fronds used in the triumphal processions of ancient Rome were most likely from the Date Palm. In Pakistan, a thick syrup is made from dates which is used as a coating for leather bags, or pipes to prevent leaking. ",,0,0,0,0,0,0,0,0,1,1,1,1
Dates2,Dates,2,"A sweet edible fruit cultivated from Mesopotamia. The palm fronds used in the triumphal processions of ancient Rome were most likely from the Date Palm. In Pakistan, a thick syrup is made from dates which is used as a coating for leather bags, or pipes to prevent leaking. ",,0,0,0,0,0,0,0,0,0,0,0,0
Dates3,Dates,3,"A sweet edible fruit cultivated from Mesopotamia. The palm fronds used in the triumphal processions of ancient Rome were most likely from the Date Palm. In Pakistan, a thick syrup is made from dates which is used as a coating for leather bags, or pipes to prevent leaking. ",,0,0,0,0,0,0,0,0,0,0,0,0
Dates4,Dates,4,"A sweet edible fruit cultivated from Mesopotamia. The palm fronds used in the triumphal processions of ancient Rome were most likely from the Date Palm. In Pakistan, a thick syrup is made from dates which is used as a coating for leather bags, or pipes to prevent leaking. ",,0,0,0,0,0,0,0,0,0,0,0,0
Dates5,Dates,5,"A sweet edible fruit cultivated from Mesopotamia. The palm fronds used in the triumphal processions of ancient Rome were most likely from the Date Palm. In Pakistan, a thick syrup is made from dates which is used as a coating for leather bags, or pipes to prevent leaking. ",,0,0,0,0,0,0,0,0,0,0,0,0
Edamame1,Edamame,1,"A preparation of immature soybeans in the pod, very popular in Japan and China. The name edamame dates from the year 1275, when the Japanese monk Nichiren wrote a note thanking a parishioner for the gift of 'edamame' he had left at the temple. ",,0,0,0,0,0,0,0,0,1,1,1,0
Edamame2,Edamame,2,"A preparation of immature soybeans in the pod, very popular in Japan and China. The name edamame dates from the year 1275, when the Japanese monk Nichiren wrote a note thanking a parishioner for the gift of 'edamame' he had left at the temple. ",,0,0,0,0,0,0,0,0,0,0,0,0
Edamame3,Edamame,3,"A preparation of immature soybeans in the pod, very popular in Japan and China. The name edamame dates from the year 1275, when the Japanese monk Nichiren wrote a note thanking a parishioner for the gift of 'edamame' he had left at the temple. ",,0,0,0,0,0,0,0,0,0,0,0,0
Edamame4,Edamame,4,"A preparation of immature soybeans in the pod, very popular in Japan and China. The name edamame dates from the year 1275, when the Japanese monk Nichiren wrote a note thanking a parishioner for the gift of 'edamame' he had left at the temple. ",,0,0,0,0,0,0,0,0,0,0,0,0
Edamame5,Edamame,5,"A preparation of immature soybeans in the pod, very popular in Japan and China. The name edamame dates from the year 1275, when the Japanese monk Nichiren wrote a note thanking a parishioner for the gift of 'edamame' he had left at the temple. ",,0,0,0,0,0,0,0,0,0,0,0,0
Eggplant1,Eggplant,1,"A nightshade, related to the tomato and potato, also known as Aubergine. Like the tomato, its skin and seeds can be eaten, but like the potato, it is usually eaten cooked. ",,0,0,0,0,1,1,1,1,1,1,0,0
Eggplant2,Eggplant,2,"A nightshade, related to the tomato and potato, also known as Aubergine. Like the tomato, its skin and seeds can be eaten, but like the potato, it is usually eaten cooked. ",,0,0,0,0,1,1,1,1,1,1,0,0
Eggplant3,Eggplant,3,"A nightshade, related to the tomato and potato, also known as Aubergine. Like the tomato, its skin and seeds can be eaten, but like the potato, it is usually eaten cooked. ",,0,0,0,0,0,0,0,1,1,1,1,0
Eggplant4,Eggplant,4,"A nightshade, related to the tomato and potato, also known as Aubergine. Like the tomato, its skin and seeds can be eaten, but like the potato, it is usually eaten cooked. ",,0,0,0,0,0,0,1,1,1,0,0,0
Eggplant5,Eggplant,5,"A nightshade, related to the tomato and potato, also known as Aubergine. Like the tomato, its skin and seeds can be eaten, but like the potato, it is usually eaten cooked. ",,0,0,0,0,0,1,1,1,1,1,1,0
Endive1,Endive,1,"A bitter, leafed vegetable which is divided into two main varieties - Curly Endive and Escarole. ",,1,1,1,1,1,1,1,1,1,1,1,1
Endive2,Endive,2,"A bitter, leafed vegetable which is divided into two main varieties - Curly Endive and Escarole. ",,1,1,0,0,0,0,0,0,1,1,1,1
Endive3,Endive,3,"A bitter, leafed vegetable which is divided into two main varieties - Curly Endive and Escarole. ",,0,0,0,0,0,0,0,0,1,1,0,0
Endive4,Endive,4,"A bitter, leafed vegetable which is divided into two main varieties - Curly Endive and Escarole. ",,1,1,1,0,0,0,0,0,0,1,1,1
Endive5,Endive,5,"A bitter, leafed vegetable which is divided into two main varieties - Curly Endive and Escarole. ",,0,0,0,0,0,1,1,1,1,1,0,0
Fava_Beans1,Fava Beans,1,"A broad bean known for it's high plant hardiness. One of the most popular legumes in Ethiopia, they are widely used in the Ethiopian Orthodox tradition of Tsome Filliseta, Tsome Arbea, Tsome Tahsas, and Tsome Hawaria. ",,0,0,0,1,1,1,1,1,0,0,0,0
Fava_Beans2,Fava Beans,2,"A broad bean known for it's high plant hardiness. One of the most popular legumes in Ethiopia, they are widely used in the Ethiopian Orthodox tradition of Tsome Filliseta, Tsome Arbea, Tsome Tahsas, and Tsome Hawaria. ",,0,1,1,1,1,0,0,0,0,0,0,0
Fava_Beans3,Fava Beans,3,"A broad bean known for it's high plant hardiness. One of the most popular legumes in Ethiopia, they are widely used in the Ethiopian Orthodox tradition of Tsome Filliseta, Tsome Arbea, Tsome Tahsas, and Tsome Hawaria. ",,0,0,0,0,1,1,0,0,0,0,0,0
Fava_Beans4,Fava Beans,4,"A broad bean known for it's high plant hardiness. One of the most popular legumes in Ethiopia, they are widely used in the Ethiopian Orthodox tradition of Tsome Filliseta, Tsome Arbea, Tsome Tahsas, and Tsome Hawaria. ",,0,0,0,0,1,1,1,1,1,1,0,0
Fava_Beans5,Fava Beans,5,"A broad bean known for it's high plant hardiness. One of the most popular legumes in Ethiopia, they are widely used in the Ethiopian Orthodox tradition of Tsome Filliseta, Tsome Arbea, Tsome Tahsas, and Tsome Hawaria. ",,0,0,0,1,1,1,1,0,0,0,0,0
Fennel1,Fennel,1,A flowering plant species in the carrot family. One of the primary ingredients in absinthe. Prometheus steals the ember of fire from the gods in a hollow fennel stalk. ,,1,1,1,1,1,1,1,1,1,1,1,1
Fennel2,Fennel,2,A flowering plant species in the carrot family. One of the primary ingredients in absinthe. Prometheus steals the ember of fire from the gods in a hollow fennel stalk. ,,1,1,1,1,0,0,0,0,0,1,1,1
Fennel3,Fennel,3,A flowering plant species in the carrot family. One of the primary ingredients in absinthe. Prometheus steals the ember of fire from the gods in a hollow fennel stalk. ,,0,0,0,0,0,0,0,0,0,1,1,0
Fennel4,Fennel,4,A flowering plant species in the carrot family. One of the primary ingredients in absinthe. Prometheus steals the ember of fire from the gods in a hollow fennel stalk. ,,0,0,0,0,0,0,0,0,0,0,0,0
Fennel5,Fennel,5,A flowering plant species in the carrot family. One of the primary ingredients in absinthe. Prometheus steals the ember of fire from the gods in a hollow fennel stalk. ,,0,0,0,0,0,1,1,1,1,1,1,0
Fiddleheads1,Fiddleheads,1,"The harvested fronds of a young fern. Fiddleheads are a rich source of omega fatty acids. Also called a crozier, after the curved staff used by bishops. ",,0,0,1,1,1,0,0,0,0,0,0,0
Fiddleheads2,Fiddleheads,2,"The harvested fronds of a young fern. Fiddleheads are a rich source of omega fatty acids. Also called a crozier, after the curved staff used by bishops. ",,0,0,0,0,0,0,0,0,0,0,0,0
Fiddleheads3,Fiddleheads,3,"The harvested fronds of a young fern. Fiddleheads are a rich source of omega fatty acids. Also called a crozier, after the curved staff used by bishops. ",,0,0,0,1,1,0,0,0,0,0,0,0
Fiddleheads4,Fiddleheads,4,"The harvested fronds of a young fern. Fiddleheads are a rich source of omega fatty acids. Also called a crozier, after the curved staff used by bishops. ",,0,0,0,0,0,0,0,0,0,0,0,0
Fiddleheads5,Fiddleheads,5,"The harvested fronds of a young fern. Fiddleheads are a rich source of omega fatty acids. Also called a crozier, after the curved staff used by bishops. ",,0,0,0,1,1,0,0,0,0,0,0,0
